similarity,feature
0.578180193901062,0
0.5050444602966309,0
0.5126959085464478,0
0.5257595777511597,0
0.6273487210273743,1
0.6324506998062134,0
0.659343421459198,1
0.5685667991638184,1
0.6761201620101929,1
0.5120276212692261,0
0.6092867851257324,1
0.5137578845024109,1
0.5137407779693604,0
0.477230429649353,1
0.508123517036438,1
0.6989423036575317,1
0.493561327457428,0
0.5537837743759155,0
0.5226407051086426,0
0.4883219599723816,0
0.6971685886383057,1
0.5031289458274841,0
0.6326499581336975,1
0.5562065839767456,0
0.524621844291687,0
0.6419098973274231,1
0.5142077207565308,1
0.6243854761123657,0
0.5239124298095703,0
0.541122317314148,0
0.532599687576294,0
0.5665715336799622,1
0.5953887701034546,0
0.5353978276252747,0
0.5046685338020325,0
0.5671485662460327,0
0.5317474007606506,0
0.5215250849723816,1
0.5180835723876953,1
0.5041322708129883,0
0.4992830753326416,0
0.5377432107925415,0
0.5125582814216614,0
0.5017644762992859,0
0.6047574281692505,1
0.5256140232086182,0
0.6548469066619873,1
0.5485134124755859,0
0.53399658203125,1
0.6685552000999451,1
0.4934687614440918,0
0.539758563041687,1
0.6336612701416016,1
0.7095906734466553,1
0.5752246379852295,1
0.5208151936531067,1
0.5864384174346924,1
0.5372639894485474,0
0.5473014116287231,0
0.544711709022522,1
0.4782217741012573,1
0.5018455982208252,0
0.6163959503173828,1
0.6578956842422485,1
0.5052204132080078,0
0.5242587924003601,1
0.6448376774787903,1
0.5165048837661743,1
0.5994230508804321,0
0.5037184953689575,0
0.5064800977706909,0
0.49122893810272217,0
0.5157288908958435,0
0.516684889793396,0
0.5504411458969116,1
0.6319631934165955,0
0.5342340469360352,0
0.4749065041542053,1
0.5116206407546997,0
0.4920610189437866,0
0.5261114835739136,0
0.48067307472229004,0
0.5265525579452515,0
0.48858362436294556,0
0.6914348006248474,1
0.5169987678527832,0
0.6336672306060791,1
0.5860846042633057,1
0.5403929948806763,0
0.4929088354110718,0
0.5207916498184204,1
0.5814931392669678,1
0.5287001132965088,0
0.565494179725647,0
0.5655723810195923,1
0.5444984436035156,0
0.527733564376831,0
0.5164348483085632,0
0.593285322189331,1
0.7386873364448547,1
0.7135627269744873,1
0.4845240116119385,0
0.7336812615394592,1
0.571669340133667,0
0.5976982712745667,1
0.4926067590713501,0
0.48427051305770874,0
0.4979233741760254,0
0.5230209827423096,0
0.5251490473747253,0
0.6183679103851318,1
0.6022742986679077,1
0.5089961290359497,0
0.5349154472351074,0
0.579905092716217,0
0.5655346512794495,1
0.6002836227416992,1
0.5668356418609619,1
0.5508146286010742,0
0.6321523189544678,1
0.5035233497619629,0
0.6860113143920898,1
0.6655808687210083,1
0.5921272039413452,0
0.5143156051635742,0
0.6746488809585571,1
0.5568587779998779,1
0.5366045832633972,0
0.5116393566131592,0
0.4918462634086609,1
0.7067031264305115,1
0.6999291181564331,1
0.6944959163665771,1
0.5555059909820557,0
0.552169144153595,1
0.53516685962677,0
0.5085532665252686,0
0.5386613607406616,0
0.5566806793212891,1
0.7196049690246582,1
0.5339322090148926,0
0.6245251893997192,1
0.6623185276985168,1
0.5224571228027344,0
0.5285568237304688,0
0.5116333961486816,0
0.5407628417015076,0
0.6802524924278259,1
0.7417453527450562,1
0.5007307529449463,0
0.5814219117164612,1
0.5632097125053406,0
0.5668866634368896,1
0.5438750386238098,1
0.5366811752319336,0
0.5498491525650024,0
0.5635319948196411,1
0.6483503580093384,1
0.4890451431274414,0
0.5131824016571045,0
0.6000460982322693,1
0.5195631980895996,1
0.5098355412483215,0
0.5427950620651245,0
0.5216438174247742,0
0.517019510269165,0
0.528190016746521,1
0.5201112031936646,1
0.5133056640625,0
0.601822555065155,1
0.6498484015464783,1
0.7157673835754395,1
0.5489092469215393,1
0.5306260585784912,0
0.5788462162017822,0
0.5176472663879395,0
0.5858248472213745,1
0.8997752666473389,1
0.498565673828125,0
0.4976933002471924,0
0.685795247554779,1
0.5030914545059204,0
0.5764025449752808,1
0.5217188596725464,0
0.5323255062103271,0
0.5847627520561218,1
0.5334722995758057,0
0.6161330342292786,1
0.6291198134422302,1
0.6022548079490662,1
0.5354330539703369,0
0.5431531071662903,1
0.5200589895248413,0
0.6596955060958862,1
0.5196524858474731,1
0.6401516199111938,1
0.5757863521575928,1
0.6055232286453247,1
0.67057204246521,1
0.5332248210906982,0
0.5093346238136292,0
0.4965938329696655,0
0.5322564840316772,1
0.5155987739562988,0
0.533206582069397,0
0.6023151874542236,1
0.5125873684883118,0
0.5346719026565552,0
0.6544557809829712,1
0.5291305184364319,0
0.5229138135910034,0
0.5488251447677612,1
0.49929505586624146,0
0.506861686706543,0
0.6716468930244446,0
0.572076678276062,1
0.5213075280189514,0
0.5201867818832397,0
0.6209055185317993,1
0.5623259544372559,1
0.6629070043563843,1
0.6105873584747314,1
0.47313088178634644,0
0.6636004447937012,1
0.5048846006393433,0
0.4903564453125,1
0.5655744075775146,1
0.514859139919281,1
0.5028924942016602,0
0.573440670967102,1
0.6411294937133789,1
0.5049493312835693,0
0.5506424903869629,1
0.6167157888412476,1
0.7342346906661987,1
0.6075717210769653,1
0.6505057215690613,1
0.6693686842918396,1
0.5471155047416687,1
0.5259308815002441,1
0.5535054206848145,1
0.5210191011428833,0
0.5032188892364502,1
0.5776552557945251,0
0.5159064531326294,1
0.5761504173278809,1
0.5389751195907593,0
0.6746437549591064,1
0.4977568984031677,1
0.6145970225334167,1
0.5071926116943359,0
0.5108636617660522,0
0.5632801055908203,1
0.4817129373550415,0
0.5022135972976685,1
0.7044847011566162,1
0.5398593544960022,0
0.5697600245475769,1
0.4963323473930359,0
0.519229531288147,0
0.5642234683036804,0
0.5664673447608948,0
0.5786454677581787,0
0.6581532955169678,1
0.5212157368659973,0
0.5643222332000732,1
0.5898489952087402,1
0.5635012984275818,1
0.5492768883705139,1
0.5309511423110962,1
0.5079053044319153,0
0.5392211079597473,0
0.6141569018363953,1
0.540000319480896,0
0.54491126537323,0
0.5122924447059631,1
0.6082020998001099,1
0.5319772362709045,1
0.5335314273834229,0
0.5207979679107666,1
0.5276256203651428,0
0.5234352350234985,0
0.6796277761459351,1
0.7315248250961304,1
0.5216016173362732,0
0.503957986831665,0
0.5306840538978577,0
0.46770721673965454,0
0.5111864805221558,0
0.5890201330184937,0
0.5147721767425537,0
0.5256614685058594,0
0.5870236158370972,0
0.5072150230407715,1
0.5732554793357849,0
0.5434406399726868,0
0.5006272792816162,0
0.6552824974060059,1
0.5865765810012817,1
0.6226357221603394,1
0.48786306381225586,0
0.5580708980560303,0
0.7256960868835449,1
0.5321940183639526,1
0.6810226440429688,1
0.5698826909065247,0
0.5556780099868774,1
0.5198678970336914,0
0.5928681492805481,1
0.6411318778991699,1
